1651331162362;0
1651331163362;0
1651331164362;0
1651331165363;0
1651331166362;0
1651331167364;0
1651331168362;0
1651331169363;0
1651331170363;0
1651331171363;0
1651331172362;0
1651331173363;0
1651331174362;0
1651331175363;0
1651331176362;0
1651331177363;0
1651331178363;0
1651331179362;0
1651331180363;0
1651331181362;0
1651331182363;0
1651331183363;0
1651331184363;0
1651331185362;0
1651331186363;0
1651331187362;0
1651331188363;0
1651331189363;0
1651331190363;0
1651331191362;0
1651331192362;0
1651331193362;0
1651331194362;0
1651331195362;0
1651331196362;0
1651331197362;0
1651331198363;0
1651331199362;0
1651331200362;0
1651331201362;0
1651331202362;0
1651331203363;0
1651331204363;0
1651331205362;0
1651331206362;0
1651331207362;0
1651331208362;0
1651331209363;0
1651331210362;0
1651331211362;0
1651331212363;0
1651331213362;0
1651331214363;0
1651331215362;0
1651331216362;0
1651331217362;0
1651331218363;0
1651331219362;0
1651331220362;0
1651331221363;0
1651331222363;0
1651331223363;0
1651331224362;0
1651331225363;0
1651331226363;0
1651331227362;0
1651331228362;0
1651331229362;0
1651331230362;0
1651331231362;0
1651331232447;0
1651331233363;0
1651331234363;0
1651331235363;0
1651331236362;0
1651331237363;0
1651331238362;0
1651331239362;0
1651331240362;0
1651331241363;0
1651331242362;0
1651331243363;0
1651331244363;0
1651331245362;0
1651331246363;0
1651331247363;0
1651331248362;0
1651331249362;0
1651331250362;0
1651331251362;0
1651331252362;0
1651331253363;0
1651331254362;0
1651331255362;0
1651331256362;0
1651331257363;0
1651331258362;0
1651331259362;0
1651331260362;0
1651331261363;0
1651331262364;0
1651331263363;0
1651331264362;0
1651331265362;0
1651331266362;0
1651331267362;0
1651331268363;0
1651331269363;0
1651331270362;0
1651331271362;0
1651331272362;0
1651331273362;0
1651331274363;0
1651331275362;0
1651331276362;0
1651331277362;0
1651331278362;0
1651331279363;0
1651331280363;0
1651331281363;0
1651331282363;0
1651331283363;0
1651331284362;0
1651331285362;0
1651331286362;0
1651331287362;0
1651331288362;0
1651331289362;0
1651331290362;0
1651331291363;0
1651331292362;0
1651331293362;0
1651331294362;0
1651331295362;0
1651331296362;0
1651331297363;0
1651331298362;0
1651331299362;0
1651331300362;0
1651331301363;0
1651331302363;0
1651331303363;0
1651331304362;0
1651331305362;0
1651331306362;0
1651331307362;0
1651331308363;0
1651331309362;0
1651331310363;0
1651331311362;0
1651331312362;0
1651331313362;0
1651331314363;0
1651331315362;0
1651331316362;0
1651331317362;0
1651331318362;0
1651331319362;0
1651331320362;0
1651331321362;0
1651331322362;0
1651331323363;0
1651331324363;0
1651331325363;0
1651331326362;0
1651331327364;0
1651331328362;0
1651331329362;0
1651331330363;0
1651331331362;0
1651331332363;0
1651331333362;0
1651331334363;0
1651331335363;0
1651331336362;0
1651331337362;0
1651331338363;0
1651331339363;0
1651331340363;0
1651331341362;0
1651331342362;0
1651331343363;0
1651331344363;0
1651331345362;0
1651331346362;0
1651331347362;0
1651331348362;0
1651331349363;0
1651331350363;0
1651331351362;0
1651331352363;0
1651331353362;0
1651331354362;0
1651331355362;0
1651331356363;0
1651331357363;0
1651331358362;0
1651331359362;0
1651331360362;0
1651331361363;0
1651331362362;0
1651331363362;0
1651331364363;0
1651331365363;0
1651331366362;0
1651331367362;0
1651331368363;0
1651331369363;0
1651331370362;0
1651331371362;0
1651331372363;0
1651331373363;0
1651331374362;0
1651331375362;0
1651331376362;0
1651331377363;0
1651331378362;0
1651331379362;0
1651331380363;0
1651331381363;0
1651331382362;0
1651331383363;0
1651331384363;0
1651331385362;0
1651331386363;0
1651331387363;0
1651331388362;0
1651331389363;0
1651331390364;0
1651331391362;0
1651331392362;0
1651331393363;0
1651331394363;0
1651331395362;0
1651331396363;0
1651331397363;0
1651331398363;0
1651331399363;0
1651331400364;0
1651331401363;0
1651331402363;0
1651331403362;0
1651331404363;0
1651331405363;0
1651331406363;0
1651331407363;0
1651331408362;0
1651331409363;0
1651331410363;0
1651331411364;0
1651331412363;0
1651331413362;0
1651331414364;0
1651331415363;0
1651331416362;0
1651331417363;0
1651331418363;0
1651331419363;0
1651331420363;0
1651331421363;0
1651331422363;0
1651331423363;0
1651331424363;0
1651331425362;0
1651331426363;0
1651331427363;0
1651331428363;0
1651331429362;0
1651331430363;0
1651331431363;0
1651331432363;0
1651331433362;0
1651331434362;0
1651331435362;0
1651331436363;0
1651331437362;0
1651331438363;0
1651331439362;0
1651331440363;0
1651331441362;0
1651331442363;0
1651331443363;0
1651331444362;0
1651331445362;0
1651331446362;0
1651331447363;0
1651331448363;0
1651331449363;0
1651331450362;0
1651331451362;0
1651331452364;0
1651331453363;0
1651331454362;0
1651331455363;0
1651331456363;0
1651331457363;0
1651331458362;0
1651331459363;0
1651331460363;0
1651331461363;0
1651331462362;0
1651331463363;0
1651331464362;0
1651331465363;0
1651331466362;0
1651331467363;0
1651331468365;0
1651331469363;0
1651331470362;0
1651331471362;0
1651331472362;0
1651331473363;0
1651331474363;0
1651331475363;0
1651331476362;0
1651331477363;0
1651331478362;0
1651331479363;0
1651331480363;0
1651331481363;0
1651331482363;0
1651331483362;0
1651331484363;0
1651331485363;0
1651331486363;0
1651331487363;0
1651331488362;0
1651331489362;0
1651331490365;0
1651331491363;0
1651331492363;0
1651331493363;0
1651331494363;0
1651331495363;0
1651331496362;0
1651331497362;0
1651331498363;0
1651331499362;0
1651331500363;0
1651331501363;0
1651331502363;0
1651331503363;0
1651331504362;0
1651331505363;0
1651331506363;0
1651331507363;0
1651331508362;0
1651331509363;0
1651331510364;0
1651331511363;0
1651331512363;0
1651331513362;0
