1651331165216;42.084811;-72.643458
1651331166000;42.084802;-72.643508
1651331167000;42.084801;-72.643552
1651331168000;42.084801;-72.643566
1651331169000;42.084802;-72.643572
1651331170000;42.084802;-72.643573
1651331171000;42.084802;-72.643573
1651331172000;42.084802;-72.643573
1651331173000;42.084802;-72.643572
1651331174000;42.084802;-72.643572
1651331175000;42.084802;-72.643572
1651331176000;42.084802;-72.643572
1651331177000;42.084802;-72.643572
1651331178000;42.084802;-72.643572
1651331179000;42.084802;-72.643572
1651331180000;42.084802;-72.643572
1651331181000;42.084802;-72.643572
1651331182000;42.084802;-72.643572
1651331183000;42.084802;-72.643572
1651331184000;42.084802;-72.643572
1651331185000;42.084802;-72.643572
1651331186000;42.084802;-72.643572
1651331187000;42.084802;-72.643572
1651331188000;42.084802;-72.643572
1651331189000;42.084802;-72.643572
1651331190000;42.084802;-72.643572
1651331191000;42.084802;-72.643572
1651331192000;42.084802;-72.643572
1651331193000;42.084802;-72.643572
1651331194000;42.084802;-72.643572
1651331195000;42.084802;-72.643572
1651331196000;42.084802;-72.643572
1651331197000;42.084802;-72.643572
1651331198000;42.084802;-72.643572
1651331199000;42.084802;-72.643572
1651331200000;42.084802;-72.643572
1651331201000;42.084802;-72.643572
1651331202000;42.084802;-72.643572
1651331203000;42.084802;-72.643572
1651331204000;42.084802;-72.643572
1651331205000;42.084802;-72.643572
1651331206000;42.084802;-72.643572
1651331207000;42.084802;-72.643572
1651331208000;42.084802;-72.643572
1651331209000;42.084802;-72.643572
1651331210000;42.084802;-72.643572
1651331211000;42.084802;-72.643572
1651331212000;42.084802;-72.643572
1651331213000;42.084802;-72.643572
1651331214000;42.084802;-72.643572
1651331215000;42.084802;-72.643572
1651331216000;42.084802;-72.643572
1651331217000;42.084802;-72.643572
1651331218000;42.084802;-72.643572
1651331219000;42.084802;-72.643572
1651331220000;42.084802;-72.643572
1651331221000;42.084802;-72.643572
1651331222000;42.084802;-72.643572
1651331223000;42.084802;-72.643572
1651331224000;42.084802;-72.643572
1651331225000;42.084802;-72.643572
1651331224768;42.084802;-72.643572
1651331226000;42.084802;-72.643572
1651331227000;42.084802;-72.643572
1651331228000;42.084802;-72.643572
1651331229000;42.084802;-72.643572
1651331230000;42.084802;-72.643572
1651331231000;42.084802;-72.643572
1651331232000;42.084802;-72.643572
1651331233000;42.084802;-72.643572
1651331234000;42.084802;-72.643572
1651331235000;42.084802;-72.643572
1651331236000;42.084802;-72.643572
1651331237000;42.084802;-72.643572
1651331238000;42.084802;-72.643572
1651331239000;42.084797;-72.643573
1651331240000;42.084793;-72.643575
1651331241000;42.084794;-72.643578
1651331240672;42.084795;-72.643578
1651331242000;42.084801;-72.643577
1651331243000;42.084804;-72.643577
1651331244000;42.084806;-72.643576
1651331245000;42.084807;-72.643576
1651331246000;42.084807;-72.643576
1651331247000;42.084807;-72.643576
1651331248000;42.084806;-72.643576
1651331249000;42.084806;-72.643576
1651331250000;42.084816;-72.643562
1651331251000;42.084822;-72.643555
1651331252000;42.084826;-72.643549
1651331253000;42.084828;-72.643549
1651331254000;42.084829;-72.643549
1651331255000;42.084829;-72.643548
1651331256000;42.084829;-72.643548
1651331257000;42.084828;-72.643548
1651331258000;42.084828;-72.643548
1651331259000;42.084828;-72.643548
1651331260000;42.084828;-72.643548
1651331261000;42.084828;-72.643548
1651331262000;42.084827;-72.643548
1651331263000;42.084827;-72.643548
1651331264000;42.084827;-72.643548
1651331265000;42.084827;-72.643548
