;timestamp;dnd_value;latitude;longitude
0;1651331163362;0;42.08480133333333;-72.64354200000001
1;1651331164362;0;42.0848015;-72.6435495
2;1651331165363;0;42.0848016;-72.64355420000001
3;1651331166362;0;42.084801666666664;-72.64355733333333
4;1651331167364;0;42.08480171428572;-72.64355957142858
5;1651331168362;0;42.08480175;-72.643561125
6;1651331169363;0;42.08480177777778;-72.64356233333335
7;1651331170363;0;42.0848018;-72.64356330000001
8;1651331171363;0;42.0848018;-72.64356969999999
9;1651331172362;0;42.0848019;-72.64357170000001
10;1651331173363;0;42.08480200000001;-72.6435723
11;1651331174362;0;42.08480200000001;-72.6435723
12;1651331175363;0;42.08480200000001;-72.6435722
13;1651331176362;0;42.08480200000001;-72.6435721
14;1651331177363;0;42.08480200000001;-72.64357199999999
15;1651331178363;0;42.08480200000001;-72.64357199999999
16;1651331179362;0;42.08480200000001;-72.64357199999999
17;1651331180363;0;42.08480200000001;-72.64357199999999
18;1651331181362;0;42.08480200000001;-72.64357199999999
19;1651331182363;0;42.08480200000001;-72.64357199999999
20;1651331183363;0;42.08480200000001;-72.64357199999999
21;1651331184363;0;42.08480200000001;-72.64357199999999
22;1651331185362;0;42.08480200000001;-72.64357199999999
23;1651331186363;0;42.08480200000001;-72.64357199999999
24;1651331187362;0;42.08480200000001;-72.64357199999999
25;1651331188363;0;42.08480200000001;-72.64357199999999
26;1651331189363;0;42.08480200000001;-72.64357199999999
27;1651331190363;0;42.08480200000001;-72.64357199999999
28;1651331191362;0;42.08480200000001;-72.64357199999999
29;1651331192362;0;42.08480200000001;-72.64357199999999
30;1651331193362;0;42.08480200000001;-72.64357199999999
31;1651331194362;0;42.08480200000001;-72.64357199999999
32;1651331195362;0;42.08480200000001;-72.64357199999999
33;1651331196362;0;42.08480200000001;-72.64357199999999
34;1651331197362;0;42.08480200000001;-72.64357199999999
35;1651331198363;0;42.08480200000001;-72.64357199999999
36;1651331199362;0;42.08480200000001;-72.64357199999999
37;1651331200362;0;42.08480200000001;-72.64357199999999
38;1651331201362;0;42.08480200000001;-72.64357199999999
39;1651331202362;0;42.08480200000001;-72.64357199999999
40;1651331203363;0;42.08480200000001;-72.64357199999999
41;1651331204363;0;42.08480200000001;-72.64357199999999
42;1651331205362;0;42.08480200000001;-72.64357199999999
43;1651331206362;0;42.08480200000001;-72.64357199999999
44;1651331207362;0;42.08480200000001;-72.64357199999999
45;1651331208362;0;42.08480200000001;-72.64357199999999
46;1651331209363;0;42.08480200000001;-72.64357199999999
47;1651331210362;0;42.08480200000001;-72.64357199999999
48;1651331211362;0;42.08480200000001;-72.64357199999999
49;1651331212363;0;42.08480200000001;-72.64357199999999
50;1651331213362;0;42.08480200000001;-72.64357199999999
51;1651331214363;0;42.08480200000001;-72.64357199999999
52;1651331215362;0;42.08480200000001;-72.64357199999999
53;1651331216362;0;42.08480200000001;-72.64357199999999
54;1651331217362;0;42.08480200000001;-72.64357199999999
55;1651331218363;0;42.08480200000001;-72.64357199999999
56;1651331219362;0;42.08480200000001;-72.64357199999999
57;1651331220362;0;42.08480200000001;-72.64357199999999
58;1651331221363;0;42.08480200000001;-72.64357199999999
59;1651331222363;0;42.08480200000001;-72.64357199999999
60;1651331223363;0;42.08480200000001;-72.64357199999999
61;1651331224362;0;42.08480200000001;-72.64357199999999
62;1651331225363;0;42.08480200000001;-72.64357199999999
63;1651331226363;0;42.08480200000001;-72.64357199999999
64;1651331227362;0;42.08480200000001;-72.64357199999999
65;1651331228362;0;42.08480200000001;-72.64357199999999
66;1651331229362;0;42.08480200000001;-72.64357199999999
67;1651331230362;0;42.08480200000001;-72.64357199999999
68;1651331231362;0;42.08480200000001;-72.64357199999999
69;1651331232447;0;42.08480200000001;-72.64357199999999
70;1651331233363;0;42.08480200000001;-72.64357199999999
71;1651331234363;0;42.084801500000005;-72.6435721
72;1651331235363;0;42.0848006;-72.64357240000001
73;1651331236362;0;42.08479936363636;-72.64357345454546
74;1651331237363;0;42.08479927272727;-72.64357390909093
75;1651331238362;0;42.084799454545454;-72.64357436363638
76;1651331239362;0;42.08479981818182;-72.64357472727274
77;1651331240362;0;42.08480027272728;-72.64357509090907
78;1651331241363;0;42.084800727272736;-72.64357545454544
79;1651331242362;0;42.084801181818186;-72.6435758181818
80;1651331243363;0;42.08480154545455;-72.64357618181816
81;1651331244363;0;42.08480236363636;-72.64357645454544
82;1651331245362;0;42.084804454545456;-72.64357527272726
83;1651331246363;0;42.0848082;-72.64357269999999
84;1651331247363;0;42.084810700000006;-72.6435699
85;1651331248362;0;42.084813100000005;-72.6435671
86;1651331249362;0;42.084815400000004;-72.6435644
87;1651331250362;0;42.0848176;-72.6435616
88;1651331251362;0;42.084819800000005;-72.64355880000001
89;1651331252362;0;42.0848219;-72.643556
90;1651331253363;0;42.084824100000006;-72.6435532
91;1651331254362;0;42.0848263;-72.64355040000001
92;1651331255362;0;42.0848275;-72.64354900000001
93;1651331256362;0;42.0848281;-72.64354829999999
94;1651331257363;0;42.084828200000004;-72.6435482
95;1651331258362;0;42.0848281;-72.6435481
96;1651331259362;0;42.08482790000001;-72.643548
97;1651331260362;0;42.084827700000005;-72.643548
98;1651331261363;0;42.0848275;-72.643548
99;1651331262364;0;42.08482740000001;-72.643548
100;1651331263363;0;42.08482730000001;-72.643548
101;1651331264362;0;42.08482720000001;-72.643548
102;1651331265362;0;42.084827100000005;-72.643548
103;1651331266362;0;42.084827000000004;-72.643548
104;1651331267362;0;42.084827000000004;-72.643548
105;1651331268363;0;42.084827000000004;-72.643548
