1651242752453;42.389535;-72.521558
1651242756043;42.389546;-72.521575
1651242781050;42.389545;-72.521580
1651242787346;42.389536;-72.521564
1651242792323;42.389536;-72.521557
1651242797454;42.389536;-72.521558
1651242801290;42.389532;-72.521556
1651242801836;42.389532;-72.521555
1651242802459;42.389531;-72.521552
1651242803092;42.389533;-72.521552
1651242803511;42.389535;-72.521553
1651242804245;42.389537;-72.521552
1651242805153;42.389538;-72.521551
1651242806061;42.389538;-72.521550
1651242807127;42.389539;-72.521549
1651242808133;42.389542;-72.521550
1651242808127;42.389543;-72.521552
1651242808916;42.389544;-72.521553
1651242809336;42.389544;-72.521553
1651242810298;42.389545;-72.521554
1651242811296;42.389545;-72.521555
1651242811597;42.389545;-72.521555
1651242812255;42.389545;-72.521555
1651242812463;42.389546;-72.521556
1651242813312;42.389551;-72.521559
1651242813561;42.389555;-72.521561
1651242814269;42.389559;-72.521563
1651242814749;42.389564;-72.521566
1651242815314;42.389567;-72.521568
1651242816192;42.389571;-72.521570
1651242817030;42.389575;-72.521572
1651242817167;42.389577;-72.521573
1651242818167;42.389586;-72.521577
1651242818814;42.389591;-72.521579
1651242819246;42.389595;-72.521581
1651242819775;42.389599;-72.521583
1651242820231;42.389602;-72.521585
1651242820835;42.389607;-72.521587
1651242821231;42.389609;-72.521589
1651242822134;42.389613;-72.521591
1651242822890;42.389621;-72.521593
1651242823275;42.389626;-72.521592
1651242824059;42.389631;-72.521593
1651242824432;42.389635;-72.521593
1651242825199;42.389640;-72.521594
1651242825591;42.389644;-72.521594
1651242826374;42.389649;-72.521594
1651242827596;42.389659;-72.521593
1651242828959;42.389671;-72.521586
1651242829358;42.389675;-72.521581
1651242830196;42.389679;-72.521574
1651242830675;42.389683;-72.521567
1651242831335;42.389686;-72.521561
1651242831690;42.389688;-72.521554
1651242832475;42.389691;-72.521547
1651242832831;42.389691;-72.521532
1651242833632;42.389691;-72.521522
1651242833998;42.389690;-72.521512
1651242834756;42.389689;-72.521502
1651242835112;42.389688;-72.521492
1651242835894;42.389684;-72.521477
1651242836234;42.389684;-72.521471
1651242837356;42.389685;-72.521459
1651242838130;42.389689;-72.521448
1651242839235;42.389693;-72.521433
1651242840377;42.389691;-72.521424
1651242841000;42.389690;-72.521415
1651242841853;42.389686;-72.521407
1651242842611;42.389681;-72.521395
1651242842977;42.389677;-72.521386
1651242843715;42.389664;-72.521363
1651242844072;42.389657;-72.521355
1651242845213;42.389643;-72.521338
1651242845952;42.389629;-72.521327
1651242846000;42.389622;-72.521322
1651242847056;42.389609;-72.521312
1651242847000;42.389604;-72.521309
1651242848151;42.389586;-72.521303
1651242848000;42.389580;-72.521303
1651242849255;42.389565;-72.521299
1651242850000;42.389548;-72.521295
1651242850426;42.389543;-72.521295
1651242851000;42.389532;-72.521292
1651242851518;42.389527;-72.521292
1651242851899;42.389521;-72.521292
1651242852658;42.389513;-72.521291
1651242853000;42.389507;-72.521290
1651242853776;42.389502;-72.521289
1651242854137;42.389497;-72.521288
1651242854894;42.389490;-72.521288
1651242855259;42.389486;-72.521288
1651242856016;42.389479;-72.521289
1651242856000;42.389476;-72.521290
1651242857112;42.389469;-72.521291
1651242857000;42.389467;-72.521292
1651242858215;42.389458;-72.521294
1651242858569;42.389452;-72.521303
1651242859310;42.389444;-72.521306
1651242859657;42.389438;-72.521311
1651242860000;42.389431;-72.521313
1651242860736;42.389424;-72.521314
1651242861000;42.389417;-72.521314
1651242861832;42.389408;-72.521313
1651242862000;42.389401;-72.521312
1651242862954;42.389390;-72.521310
1651242864075;42.389367;-72.521306
1651242864000;42.389362;-72.521306
1651242864833;42.389353;-72.521305
1651242865956;42.389338;-72.521304
1651242867077;42.389326;-72.521304
1651242867585;42.389322;-72.521306
1651242868578;42.389314;-72.521312
1651242869296;42.389310;-72.521317
1651242869652;42.389311;-72.521321
1651242870000;42.389309;-72.521326
1651242870853;42.389309;-72.521331
1651242871000;42.389309;-72.521335
1651242871879;42.389310;-72.521341
1651242872000;42.389310;-72.521345
1651242872957;42.389310;-72.521351
1651242873678;42.389310;-72.521357
1651242874036;42.389310;-72.521361
1651242874773;42.389310;-72.521367
1651242875112;42.389309;-72.521372
1651242875833;42.389308;-72.521380
1651242876200;42.389306;-72.521386
1651242877258;42.389303;-72.521400
1651242877953;42.389299;-72.521412
1651242879032;42.389292;-72.521435
1651242879000;42.389290;-72.521440
1651242880197;42.389284;-72.521453
1651242880892;42.389274;-72.521462
1651242881418;42.389267;-72.521466
1651242882352;42.389260;-72.521470
1651242882756;42.389256;-72.521472
1651242883715;42.389246;-72.521477
1651242884000;42.389241;-72.521481
1651242884811;42.389236;-72.521484
1651242885000;42.389232;-72.521489
1651242885898;42.389227;-72.521494
1651242886000;42.389224;-72.521498
1651242887009;42.389220;-72.521505
1651242887000;42.389219;-72.521508
1651242888099;42.389215;-72.521516
1651242888000;42.389213;-72.521523
1651242889213;42.389211;-72.521532
1651242889916;42.389209;-72.521541
1651242890253;42.389208;-72.521547
1651242890974;42.389205;-72.521559
1651242891330;42.389203;-72.521566
1651242892318;42.389196;-72.521584
1651242893013;42.389190;-72.521597
1651242894055;42.389180;-72.521618
1651242894000;42.389178;-72.521621
1651242895036;42.389171;-72.521631
1651242895000;42.389168;-72.521636
1651242896077;42.389161;-72.521648
1651242896432;42.389158;-72.521657
1651242897000;42.389153;-72.521671
1651242897457;42.389151;-72.521678
1651242898135;42.389147;-72.521691
1651242898518;42.389145;-72.521706
1651242899195;42.389143;-72.521717
1651242900253;42.389139;-72.521733
1651242901296;42.389135;-72.521750
1651242902373;42.389130;-72.521768
1651242902775;42.389129;-72.521776
1651242903000;42.389126;-72.521785
1651242903915;42.389124;-72.521796
1651242904000;42.389123;-72.521804
1651242904957;42.389120;-72.521815
1651242905939;42.389116;-72.521826
1651242906000;42.389115;-72.521832
1651242906696;42.389113;-72.521840
1651242907033;42.389111;-72.521847
1651242907753;42.389109;-72.521859
1651242908000;42.389109;-72.521868
1651242908832;42.389108;-72.521878
1651242909179;42.389107;-72.521886
1651242909894;42.389106;-72.521899
1651242910336;42.389106;-72.521908
1651242910979;42.389105;-72.521921
1651242911333;42.389105;-72.521928
1651242912000;42.389105;-72.521944
1651242912411;42.389105;-72.521949
1651242913135;42.389105;-72.521961
1651242913472;42.389105;-72.521968
1651242914237;42.389103;-72.521981
1651242914594;42.389103;-72.521989
1651242915334;42.389102;-72.522002
1651242915698;42.389103;-72.522011
1651242916000;42.389102;-72.522020
1651242916776;42.389103;-72.522030
1651242917000;42.389103;-72.522038
1651242917853;42.389103;-72.522049
1651242918000;42.389103;-72.522056
1651242918958;42.389102;-72.522067
1651242919698;42.389102;-72.522077
1651242920036;42.389101;-72.522082
1651242920775;42.389100;-72.522089
1651242921133;42.389100;-72.522095
1651242921853;42.389099;-72.522103
1651242922219;42.389098;-72.522108
1651242922808;42.389098;-72.522115
1651242923296;42.389097;-72.522121
1651242924035;42.389095;-72.522131
1651242924000;42.389094;-72.522135
1651242925131;42.389093;-72.522147
1651242925000;42.389092;-72.522149
1651242926217;42.389091;-72.522162
1651242927277;42.389088;-72.522179
1651242927615;42.389088;-72.522184
1651242928000;42.389087;-72.522192
1651242928675;42.389085;-72.522197
1651242929000;42.389085;-72.522206
1651242929753;42.389085;-72.522212
1651242930000;42.389085;-72.522219
1651242930858;42.389085;-72.522227
1651242931000;42.389086;-72.522232
1651242931935;42.389086;-72.522241
1651242932000;42.389085;-72.522246
1651242933030;42.389085;-72.522256
1651242933000;42.389085;-72.522260
1651242933778;42.389087;-72.522265
